2471-2566,ACM TRANSACTIONS ON PRIVACY AND SECURITY B4
1049-331X,ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY A2
1559-1131,ACM TRANSACTIONS ON THE WEB A2
2576-6422,ACS APPLIED BIO MATERIALS B3
2574-0962,ACS APPLIED ENERGY MATERIALS B4
1944-8252,ACS APPLIED MATERIALS & INTERFACES (ONLINE) A1
4283-4293,ACS APPLIED NANO MATERIALS B4
2373-9878,ACS BIOMATERIALS SCIENCE & ENGINNERING A2
2155-5435,ACS CATALYSIS A1
2374-7951,ACS CENTRAL SCIENCE (ONLINE) A1
1554-8929,ACS CHEMICAL BIOLOGY A1
1554-8937,ACS CHEMICAL BIOLOGY A1
1948-7193,ACS CHEMICAL NEUROSCIENCE A1
2156-8952,ACS COMBINATORIAL SCIENCE A2
2472-3452,ACS EARTH AND SPACE CHEMISTRY B4
2373-8227,ACS INFECTIOUS DISEASES A1
2161-1653,ACS MACRO LETTERS A1
1948-5875,ACS MED CHEM LETT A2
1936-0851,ACS NANO A1
2470-1343,ACS OMEGA A3
2330-4022,ACS PHOTONICS A2
2379-3694,ACS SENSORS A1
2168-0485,ACS SUSTAINABLE CHEMISTRY & ENGINEERING A1
2161-5063,ACS SYNTHETIC BIOLOGY A1
0906-4710,"ACTA AGRICULTURAE SCANDINAVICA. SECTION B, SOIL AND PLANT SCIENCAE4"
0120-2812,ACTA AGRONOMICA B4
1809-4392,ACTA AMAZONICA B1
1677-7298,ACTA AMBIENTAL CATARINENSE B1
0001-5172,ACTA ANAESTHESIOLOGICA SCANDINAVICA A3
0353-5150,ACTA ANALYTICA A4
1234-950X,ACTA ANGIOLOGICA B4
2358-2375,ACTA APICOLA BRASILICA B3
0167-8019,ACTA APPLICANDAE MATHEMATICAE B1
0001-5202,ACTA ARACHNOLOGICA B4
0065-101X,ACTA ARCHAEOLOGICA (PAPIRFORM) B1
0094-5765,ACTA ASTRONAUTICA A1
0001-5237,ACTA ASTRONOMICA A1
1672-9145,ACTA BIOCHIMICA ET BIOPHYSICA SINICA A4
1726-569X,ACTA BIOETHICA (EN LÍNEA) B4
0120-548X,ACTA BIOLOGICA COLOMBIANA B1
1742-7061,ACTA BIOMATERIALIA A1
2236-0867,ACTA BIOMEDICA BRASILIENSIA B1
0325-2957,ACTA BIOQUÍMICA CLÍNICA LATINOAMERICANA B4
0001-5342,ACTA BIOTHEORETICA A2
1677-941X,ACTA BOTANICA BRASILICA B1
2526-4338,ACTA BRASILIENSIS B1
2526-432X,ACTA BRASILIENSIS B1
0001-5385,ACTA CARDIOLOGICA (IMPRIMÉ) B2
0583-6050,ACTA CARSOLOGICA B1
2230-8210,INDIAN JOURNAL OF ENDOCRINOLOGY AND METABOLISM,B2
0019-5189,INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY,A4
0254-9395,INDIAN JOURNAL OF LEPROSY,B3
0379-5136,INDIAN JOURNAL OF MARINE SCIENCES (PRINT),B4
0974-8466,INDIAN JOURNAL OF MEDICAL ETHICS,A4
0975-5691,INDIAN JOURNAL OF MEDICAL ETHICS,A4
0971-5916,INDIAN JOURNAL OF MEDICAL RESEARCH,B1
0019-5359,INDIAN JOURNAL OF MEDICAL SCIENCES,B2
0046-8991,INDIAN JOURNAL OF MICROBIOLOGY,B1
0972-3919,INDIAN JOURNAL OF NUCLEAR MEDICINE (IMPRESSO),B3
0301-4738,INDIAN JOURNAL OF OPHTHALMOLOGY (BOMBAY),B2
0019-5413,INDIAN JOURNAL OF ORTHOPAEDICS,B3
0377-4929,INDIAN JOURNAL OF PATHOLOGY AND MICROBIOLOGY (PRINT),B3
0019-5456,INDIAN JOURNAL OF PEDIATRICS,B2
0973-5674,INDIAN JOURNAL OF PHYSIOTHERAPY AND OCCUPATIONAL THERAPY,B2
0974-0252,INDIAN JOURNAL OF PLANT PHYSIOLOGY,A4
0019-5502,INDIAN JOURNAL OF PLANT PHYSIOLOGY,A4
0970-0358,INDIAN JOURNAL OF PLASTIC SURGERY,B2
0019-5596,INDIAN JOURNAL OF PURE & APPLIED PHYSICS,B2
0975-1068,INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE,A3
0972-6292,INDIAN PACING AND ELECTROPHYSIOLOGY JOURNAL,B3
1080-0727,INDIANA JOURNAL OF GLOBAL LEGAL STUDIES (PRINT),B1
0022-2518,INDIANA UNIVERSITY MATHEMATICS JOURNAL,A1
0103-3905,INDICADORES ECONÔMICOS FEE (IMPRESSO),B3
2349-7750,INDO AMERICAN JOURNAL OF PHARMACEUTICAL SCIENCES,A4
2502-6569,INDONESIAN FISHERIES RESEARCH JOURNAL (ONLINE),B4
1420-326X,INDOOR + BUILT ENVIRONMENT,A4
0905-6947,INDOOR AIR,A1
0888-5885,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,A1
0019-7858,INDUSTRIAL AND COMMERCIAL TRAINING,A3
0960-6491,INDUSTRIAL AND CORPORATE CHANGE,A1
1931-8421,INDUSTRIAL BIOTECHNOLOGY,B1
1550-9087,INDUSTRIAL BIOTECHNOLOGY (NEW ROCHELLE),B1
0926-6690,INDUSTRIAL CROPS AND PRODUCTS (PRINT),A1
0019-8366,INDUSTRIAL HEALTH,A4
0036-8792,INDUSTRIAL LUBRICATION AND TRIBOLOGY,A4
0263-5577,INDUSTRIAL MANAGEMENT + DATA SYSTEMS,A1
0019-8501,INDUSTRIAL MARKETING MANAGEMENT,A1
0143-991X,INDUSTRIAL ROBOT,A3
0950-4222,INDUSTRY & HIGHER EDUCATION,B2
0214-9877,INFAD (BARCELONA),A4
0964-3397,INTENSIVE & CRITICAL CARE NURSING,A1
0342-4642,INTENSIVE CARE MEDICINE (PRINT),A1
2197-425X,INTENSIVE CARE MEDICINE EXPERIMENTAL,B4
2357-7975,INTERAÇÃO,B2
1516-1854,INTERAÇÃO (CURITIBA),A2
1981-8416,INTER-AÇÃO (UFG. ONLINE),A3
1517-848X,INTERAÇÃO (VARGINHA),B3
1981-8076,INTERAÇÃO EM PSICOLOGIA (ONLINE),A2
1646-2335,INTERACCOES,A4
0873-0725,INTERACÇÕES (COIMBRA),B2
1983-2478,INTERAÇÕES,A4
1518-7012,INTERAÇÕES (CAMPO GRANDE),A3
1984-042X,INTERAÇÕES (CAMPO GRANDE),A3
0953-5438,INTERACTING WITH COMPUTERS,B1
1826-9745,INTERACTION DESIGN AND ARCHITECTURE(S) JOURNAL,A1
1757-2681,INTERACTIONS (IMPRESSO),A1
1072-5520,"INTERACTIONS (NEW YORK, N.Y.)",B1
1569-9293,INTERACTIVE CARDIOVASCULAR AND THORACIC SURGERY (PRINT),A4
1049-4820,INTERACTIVE LEARNING ENVIRONMENTS,A2
1741-5659,INTERACTIVE TECHNOLOGY AND SMART EDUCATION,B1
1519-8847,INTERAGIR (UERJ),A4
0034-9690,INTERAMERICAN JOURNAL OF PSYCHOLOGY,A3
1806-275X,INTERCÂMBIO (CD-ROM),A3
0020-5214,INTERCERAM,B4
0826-4805,INTERCHANGE (TORONTO. 1984),A1
0378-1844,INTERCIENCIA (CARACAS),B2
0102-6453,INTERCOM: REVISTA BRASILEIRA DE CIENCIAS DA COMUNICACAO,A2
1467-5986,INTERCULTURAL EDUCATION (LONDON. PRINT),A2
1612-295X,INTERCULTURAL PRAGMATICS (PRINT),A1
2448-5705,INTERDISCIPLINA,A2
1980-8879,INTERDISCIPLINAR: REVISTA DE ESTUDOS EM LÍNGUA E LITERATURA,A2
1340-9050,INTERDISCIPLINARY INFORMATION SCIENCES,B1
2165-2694,INTERDISCIPLINARY JOURNAL OF PORTUGUESE DIASPORA STUDIES,A4
2214-7519,INTERDISCIPLINARY NEUROSURGERY¿,B3
1687-7098,INTERDISCIPLINARY PERSPECTIVES ON INFECTIOUS DISEASES (ONLINE),A4
1337-9569,INTERDISCIPLINARY TOXICOLOGY,A3
2446-6549,INTERESPAÇO: REVISTA DE GEOGRAFIA E INTERDISCIPLINARIDADE,A2
2179-7498,INTERESPE. INTERDISCIPLINARIDADE E ESPIRITUALIDADE NA EDUCAÇÃO,B4
1982-8497,INTERESSE NACIONAL,B3
2318-9401,INTERETHNIC@ - REVISTA DE ESTUDOS EM RELAÇÕES INTERÉTNICAS,B3
2237-7506,INTERFACE,B1
1807-5726,"INTERFACE - COMUNICAÇÃO, SAÚDE, EDUCAÇÃO (ONLINE)",A4
1807-5762,INTERFACE (BOTUCATU. ONLINE),A4
1806-9037,INTERFACE (NATAL),B1
1806-6062,INTERFACE (PORTO NACIONAL),B3
1807-3980,INTERFACE TECNOLÓGICA (SÃO PAULO),B2
2318-2326,INTERFACES - REVISTA DE EXTENSÃO DA UFMG,B3
0092-2102,INTERFACES (PROVIDENCE),B1
1463-9963,INTERFACES AND FREE BOUNDARIES,A2
1984-5677,INTERFACES BRASIL CANADÁ,A4
1519-0994,INTERFACES BRASIL/CANADÁ (IMPRESSO) A4
2316-3321,INTERFACES CIENTÍFICAS - DIREITO B4
2316-3828,INTERFACES CIENTÍFICAS - EDUCAÇÃO A4
2359-4934,INTERFACES CIENTÍFICAS - EXATAS E TECNOLÓGICAS B3
2316-3313,INTERFACES CIENTÍFICAS - SAÚDE E AMBIENTE B2
2177-7691,INTERFACES DA EDUCAÇÃO A1
2009-3578,INTERFERENCE: A JOURNAL OF AUDIO CULTURE B1
1980-5276,INTERIN B1
1982-1662,INTER-LEGERE (UFRN) B2
1807-1597,INTERLETRAS (DOURADOS) A4
1413-0963,INTERMEIO (UFMS) B2
0966-9795,INTERMETALLICS (BARKING) A3
1828-0447,INTERN EMERG MED A2
2042-6445,INTERNACIONAL WOOD PRODUCTS JOURNAL B1
2007-9680,INTERNACIONES B4
1444-0903,INTERNAL MEDICINE JOURNAL (PRINT) A4
2470-3524,INTERNAL MEDICINE REVIEW (IMR) (PRINT) B4
1468-2346,INTERNATIONAL AFFAIRS A1
0020-5850,INTERNATIONAL AFFAIRS (LONDON. 1944. PRINT) A1
0236-8722,INTERNATIONAL AGROPHYSICS A3
0392-9590,INTERNATIONAL ANGIOLOGY (TESTO STAMPATO) B1
2008-6970,INTERNATIONAL AQUATIC RESEARCH B1
1018-2438,INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY A4
1755-7682,INTERNATIONAL ARCHIVES OF MEDICINE B1
0340-0131,INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEAL2
2194-9034,"INTERNATIONAL ARCHIVES OF THE PHOTOGRAMMETRY, REMOTE SENSINGB 4"
0964-8305,INTERNATIONAL BIODETERIORATION & BIODEGRADATION A2
1677-5538,INTERNATIONAL BRAZILIAN JOURNAL OF UROLOGY (IMPRESSO) B2
1746-4358,INTERNATIONAL BREASTFEEDING JOURNAL A1
2183-3265,INTERNATIONAL BUSINESS AND ECONOMICS REVIEW B3
1993-5250,INTERNATIONAL BUSINESS MANAGEMENT A4
0969-5931,INTERNATIONAL BUSINESS REVIEW A1
0268-1315,INTERNATIONAL CLINICAL PSYCHOPHARMACOLOGY A3
0735-1933,INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER A1
2595-0428,INTERNATIONAL CONTEMPORARY MANAGEMENT REVIEW - ICMR B4
2159-8312,INTERNATIONAL CRITICAL THOUGHT A3
0958-6946,INTERNATIONAL DAIRY JOURNAL A2
0020-6539,INTERNATIONAL DENTAL JOURNAL A3
0020-6598,INTERNATIONAL ECONOMIC REVIEW (PHILADELPHIA) A1
2110-7017,INTERNATIONAL ECONOMICS A3
1612-4812,INTERNATIONAL ECONOMICS AND ECONOMIC POLICY A3
2454-9916,INTERNATIONAL EDUCATION & RESEARCH JOURNAL B1
1913-9039,INTERNATIONAL EDUCATION STUDIES B4
1913-9020,INTERNATIONAL EDUCATION STUDIES B4
2455-295X,INTERNATIONAL EDUCATIONAL SCIENTIFIC RESEARCH JOURNAL B4
2411-183X,INTERNATIONAL E-JOURNAL OF ADVANCES IN SOCIAL SCIENCES B3
1755-599X,INTERNATIONAL EMERGENCY NURSING A2
0143-2885,INTERNATIONAL ENDODONTIC JOURNAL (PRINT) A1
1554-7191,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL A1
1367-0271,INTERNATIONAL FINANCE (OXFORD. PRINT) A2
1465-5489,INTERNATIONAL FORESTRY REVIEW A2
2042-6976,INTERNATIONAL FORUM OF ALLERGY AND RHINOLOGY (PRINT) A2
0020-6814,INTERNATIONAL GEOLOGY REVIEW A2
1836-6554,INTERNATIONAL GRAMSCI JOURNAL B1
1876-3413,INTERNATIONAL HEALTH (PRINT) A3
2372-4501,INTERNATIONAL HIGHER EDUCATION A2
0953-8178,INTERNATIONAL IMMUNOLOGY (PRINT) A2
1567-5769,INTERNATIONAL IMMUNOPHARMACOLOGY (PRINT) A2
0305-0629,INTERNATIONAL INTERACTIONS A2
2408-7246,INTERNATIONAL INVENTION JOURNAL OF MEDICINE AND MEDICAL SCIENCAE4
1437-3262,INTERNATIONAL JORNAL OF EARTH SCIENCES  (ONLINE) A2
1573-0743,INTERNATIONAL JOUNAL OF CARDIOVASCULAR IMAGING A3
2141-6613,INTERNATIONAL JOURNAL  O F WATER RESOURCES  AND  ENVIRONMENTABL4
0020-7020,INTERNATIONAL JOURNAL (TORONTO) B1
2595-2498,INTERNATIONAL JOURNAL EDUCATION AND TEACHING B4
1869-6945,INTERNATIONAL JOURNAL FOOD SYSTEM DYNAMICS A4
1550-2287,INTERNATIONAL JOURNAL FOR COMPUTATIONAL METHODS IN ENGINEERAIN4
2156-7964,INTERNATIONAL JOURNAL FOR COURT ADMINISTRATION B3
2202-8005,"INTERNATIONAL JOURNAL FOR CRIME, JUSTICE AND SOCIAL DEMOCRACY A2"
1556-1720,INTERNATIONAL JOURNAL FOR DIALOGICAL SCIENCE B4
1475-9276,INTERNATIONAL JOURNAL FOR EQUITY IN HEALTH (ONLINE) A2
2411-2933,INTERNATIONAL JOURNAL FOR INNOVATION EDUCATION AND RESEARCH A4
2411-3123,INTERNATIONAL JOURNAL FOR INNOVATION EDUCATION AND RESEARCH A4
0363-9061,INTERNATIONAL JOURNAL FOR NUMERICAL AND ANALYTICAL METHODS INA 1
2040-7939,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN BIOMEDICAL ENAG1I
1097-0207,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING (OAN1
0029-5981,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING (PAR1I
0271-2091,INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS (PRINT) A1
0020-7519,INTERNATIONAL JOURNAL FOR PARASITOLOGY A1
2211-3207,INTERNATIONAL JOURNAL FOR PARASITOLOGY: DRUGS AND DRUG RESISTA1
2213-2244,INTERNATIONAL JOURNAL FOR PARASITOLOGY: PARASITES AND WILDLIFEA1
0020-7047,INTERNATIONAL JOURNAL FOR PHILOSOPHY OF RELIGION A4
1353-4505,INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE A1
1800-6450,INTERNATIONAL JOURNAL FOR QUALITY RESEARCH A4
2210-5697,INTERNATIONAL JOURNAL FOR THE STUDY OF SKEPTICISM A3
2152-5080,INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATIONS (PRINT) A1
0300-9831,INTERNATIONAL JOURNAL FOR VITAMIN AND NUTRITION RESEARCH B3
2321-1784,INTERNATIONAL JOURNAL IN MANAGEMENT AND SOCIAL SCIENCE B4
0164-7954,INTERNATIONAL JOURNAL OF ACAROLOGY A4
1752-8224,INTERNATIONAL JOURNAL OF ACCOUNTING AND FINANCE (PRINT) B4
0167-5273,INTERNATIONAL JOURNAL OF CARDIOLOGY (PRINT) A3
2352-9067,INTERNATIONAL JOURNAL OF CARDIOLOGY HEART & VASCULATURE B2
2372-9341,INTERNATIONAL JOURNAL OF CARTOGRAPHY B4
0976-3198,INTERNATIONAL JOURNAL OF CASE REPORTS AND IMAGES A3
1687-8876,INTERNATIONAL JOURNAL OF CELL BIOLOGY A2
0974-5793,INTERNATIONAL JOURNAL OF CHEMICAL ENGINEERING B3
2010-0221,INTERNATIONAL JOURNAL OF CHEMICAL ENGINEERING AND APPLICATIONBS3
0538-8066,INTERNATIONAL JOURNAL OF CHEMICAL KINETICS B1
1542-6580,INTERNATIONAL JOURNAL OF CHEMICAL REACTOR ENGINEERING B1
1916-9698,INTERNATIONAL JOURNAL OF CHEMISTRY B2
1920-7298,"INTERNATIONAL JOURNAL OF CHILD, YOUTH AND FAMILY STUDIES A3"
2212-8689,INTERNATIONAL JOURNAL OF CHILD-COMPUTER INTERACTION (IMPRESSOA)1
0098-9886,INTERNATIONAL JOURNAL OF CIRCUIT THEORY AND APPLICATIONS (PRINTA)3
1998-4464,"INTERNATIONAL JOURNAL OF CIRCUITS, SYSTEMS AND SIGNAL PROCESSINBG3"
2242-3982,INTERNATIONAL JOURNAL OF CIRCUMPOLAR HEALTH A4
1735-0522,INTERNATIONAL JOURNAL OF CIVIL ENGINEERING A3
1756-8692,INTERNATIONAL JOURNAL OF CLIMATE CHANGE STRATEGIES AND MANAGAE3
0899-8418,INTERNATIONAL JOURNAL OF CLIMATOLOGY A1
1940-5901,INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL MEDICINE B4
1936-2625,INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL PATHOLOGY B2
1697-2600,INTERNATIONAL JOURNAL OF CLINICAL AND HEALTH PSYCHOLOGY (2004)A2
1939-5833,INTERNATIONAL JOURNAL OF CLINICAL DENTISTRY B4
1341-9625,INTERNATIONAL JOURNAL OF CLINICAL ONCOLOGY A3
0974-7052,INTERNATIONAL JOURNAL OF CLINICAL PEDIATRIC DENTISTRY B1
1927-1255,INTERNATIONAL JOURNAL OF CLINICAL PEDIATRICS B3
0946-1965,INTERNATIONAL JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTBI1C
2210-7703,INTERNATIONAL JOURNAL OF CLINICAL PHARMACY A4
1368-5031,INTERNATIONAL JOURNAL OF CLINICAL PRACTICE (ESHER) A2
0955-6222,INTERNATIONAL JOURNAL OF CLOTHING SCIENCE AND TECHNOLOGY A4
0166-5162,INTERNATIONAL JOURNAL OF COAL GEOLOGY A1
1939-2699,INTERNATIONAL JOURNAL OF COAL PREPARATION AND UTILIZATION A3
1937-1217,INTERNATIONAL JOURNAL OF COGNITIVE THERAPY A4
1740-2085,INTERNATIONAL JOURNAL OF COLLABORATIVE ENTERPRISE B4
0179-1958,INTERNATIONAL JOURNAL OF COLORECTAL DISEASE (PRINT) A3
1531-6793,INTERNATIONAL JOURNAL OF COMIC ART B3
1932-8036,INTERNATIONAL JOURNAL OF COMMUNICATION (ONLINE) A2
1099-1166,INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY (ONLINE) A2
1758-2083,INTERNATIONAL JOURNAL OF GLOBAL WARMING B2
1758-2091,INTERNATIONAL JOURNAL OF GLOBAL WARMING (ONLINE) B2
1543-5075,INTERNATIONAL JOURNAL OF GREEN ENERGY A4
1750-5836,INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL A1
1741-8488,INTERNATIONAL JOURNAL OF GRID AND UTILITY COMPUTING (ONLINE) A2
0020-7292,INTERNATIONAL JOURNAL OF GYNAECOLOGY AND OBSTETRICS A3
1048-891X,INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER A2
2414-3057,INTERNATIONAL JOURNAL OF HEALTH AND MEDICAL SCIENCES (ONLINE) B4
0952-6862,INTERNATIONAL JOURNAL OF HEALTH CARE QUALITY ASSURANCE A3
2199-9031,INTERNATIONAL JOURNAL OF HEALTH ECONOMICS AND MANAGEMENT A3
1476-072X,INTERNATIONAL JOURNAL OF HEALTH GEOGRAPHICS A1
2322-5939,INTERNATIONAL JOURNAL OF HEALTH POLICY AND MANAGEMENT A3
2372-5079,INTERNATIONAL JOURNAL OF HEALTH SCIENCES A4
0020-7314,INTERNATIONAL JOURNAL OF HEALTH SERVICES (PRINT) A4
0142-727X,INTERNATIONAL JOURNAL OF HEAT AND FLUID FLOW A2
0017-9310,INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER A1
1744-232X,INTERNATIONAL JOURNAL OF HEAVY VEHICLE SYSTEMS (PRINT) B2
0925-5710,INTERNATIONAL JOURNAL OF HEMATOLOGY A4
2409-5680,INTERNATIONAL JOURNAL OF HEMATOLOGY RESEARCH B4
2008-2207,INTERNATIONAL JOURNAL OF HEMATOLOGY-ONCOLOGY AND STEM CELL BR1E
2090-3448,INTERNATIONAL JOURNAL OF HEPATOLOGY A4
2321-2187,INTERNATIONAL JOURNAL OF HERBAL MEDICINE B1
1982-6206,INTERNATIONAL JOURNAL OF HIGH DILUTION RESEARCH B3
1740-0562,INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING AND NETBW1
1751-6528,INTERNATIONAL JOURNAL OF HIGH PERFORMANCE SYSTEMS ARCHITECTUBR4
1092-7697,INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY A1
1472-9474,"INTERNATIONAL JOURNAL OF HISTORICAL LEARNING, TEACHING AND RESEBA1"
1525-6480,INTERNATIONAL JOURNAL OF HOSPITALITY & TOURISM ADMINISTRATIONA3
0278-4319,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT A1
1753-8270,INTERNATIONAL JOURNAL OF HOUSING MARKETS AND ANALYSIS (PRINT) A4
1473-3269,INTERNATIONAL JOURNAL OF HOUSING POLICY B4
0958-5192,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT A1
1364-2987,INTERNATIONAL JOURNAL OF HUMAN RIGHTS A3
1532-7590,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION (ONLINEA) 3
1071-5819,INTERNATIONAL JOURNAL OF HUMAN-COMPUTER STUDIES (PRINT) A1
2220-8488,INTERNATIONAL JOURNAL OF HUMANITIES AND SOCIAL SCIENCE (IMPRESSAO4
2349-0381,"INTERNATIONAL JOURNAL OF HUMANITIES, SOCIAL SCIENCES AND EDUCABT1I"
0360-3199,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY A1
2576-4454,INTERNATIONAL JOURNAL OF HYDROLOGY (ONLINE) A3
2042-7808,INTERNATIONAL JOURNAL OF HYDROLOGY SCIENCE AND TECHNOLOGY A2
1438-4639,INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH (PRAI1
2090-0392,INTERNATIONAL JOURNAL OF HYPERTENSION B2
0265-6736,INTERNATIONAL JOURNAL OF HYPERTHERMIA A2
1947-9832,INTERNATIONAL JOURNAL OF IMAGE AND DATA FUSION A2
0219-4678,INTERNATIONAL JOURNAL OF IMAGE AND GRAPHICS B3
1744-3121,INTERNATIONAL JOURNAL OF IMMUNOGENETICS (PRINT) B3
0394-6320,INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGAY4
0734-743X,INTERNATIONAL JOURNAL OF IMPACT ENGINEERING A1
2198-4034,INTERNATIONAL JOURNAL OF IMPLANT DENTISTRY B2
2334-2358,INTERNATIONAL JOURNAL OF LANGUAGE AND LITERATURE (ONLINE) A1
2509-9957,INTERNATIONAL JOURNAL OF LATIN AMERICAN RELIGIONS (IMPRESSO) A4
2509-9965,INTERNATIONAL JOURNAL OF LATIN AMERICAN RELIGIONS (ONLINE) A4
1756-0616,"INTERNATIONAL JOURNAL OF LAW, CRIME AND JUSTICE A3"
2040-4166,INTERNATIONAL JOURNAL OF LEAN SIX SIGMA A2
1740-2875,INTERNATIONAL JOURNAL OF LEARNING AND CHANGE B2
1479-4853,INTERNATIONAL JOURNAL OF LEARNING AND INTELLECTUAL CAPITAL (PRIAN3T
2377-2905,INTERNATIONAL JOURNAL OF LEARNING AND TEACHING B3
1477-8386,INTERNATIONAL JOURNAL OF LEARNING TECHNOLOGY (PRINT) B1
0937-9827,INTERNATIONAL JOURNAL OF LEGAL MEDICINE (PRINT) A3
1367-5567,INTERNATIONAL JOURNAL OF LOGISTICS A2
1741-5381,INTERNATIONAL JOURNAL OF LOGISTICS ECONOMICS AND GLOBALISATIONB4
0957-4093,INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT A2
1742-7975,INTERNATIONAL JOURNAL OF LOGISTICS SYSTEMS AND MANAGEMENT A4
1742-7967,INTERNATIONAL JOURNAL OF LOGISTICS SYSTEMS AND MANAGEMENT (PRAI4
1748-1325,INTERNATIONAL JOURNAL OF LOW-CARBON TECHNOLOGY A2
0890-6955,INTERNATIONAL JOURNAL OF MACHINE TOOLS & MANUFACTURE A1
0813-0183,INTERNATIONAL JOURNAL OF MANAGEMENT B4
1462-4621,INTERNATIONAL JOURNAL OF MANAGEMENT AND DECISION MAKING A3
1741-8127,INTERNATIONAL JOURNAL OF MANAGEMENT AND ENTERPRISE DEVELOPMAE3
1468-4330,INTERNATIONAL JOURNAL OF MANAGEMENT AND ENTERPRISE DEVELOPMAE3
1750-3868,INTERNATIONAL JOURNAL OF MANAGEMENT IN EDUCATION A4
1460-8545,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS (PRINT) A1
1849-5664,INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND BUSINESS ADMB4I
1743-9132,INTERNATIONAL JOURNAL OF MANAGERIAL FINANCE A3
2349-0349,INTERNATIONAL JOURNAL OF MANAGERIAL STUDIES AND RESEARCH B4
1753-8378,INTERNATIONAL JOURNAL OF MANAGING PROJECTS IN BUSINESS (PRINT) A2
0143-7720,INTERNATIONAL JOURNAL OF MANPOWER A2
1368-2148,INTERNATIONAL JOURNAL OF MANUFACTURING TECHNOLOGY AND MANABG1
2182-9306,"INTERNATIONAL JOURNAL OF MARKETING, COMMUNICATION AND NEW MB2"
1387-3806,INTERNATIONAL JOURNAL OF MASS SPECTROMETRY (PRINT) A3
1960-6214,INTERNATIONAL JOURNAL OF MATERIAL FORMING (ONLINE) A2
0268-1900,INTERNATIONAL JOURNAL OF MATERIALS & PRODUCT TECHNOLOGY A4
0975-0444,INTERNATIONAL JOURNAL OF MATERIALS ENGINEERING AND TECHNOLOGBY3
1862-5282,INTERNATIONAL JOURNAL OF MATERIALS RESEARCH A4
0020-739X,INTERNATIONAL JOURNAL OF MATHEMATICAL EDUCATION IN SCIENCE ANAD1
0129-167X,INTERNATIONAL JOURNAL OF MATHEMATICS A4
1757-5850,INTERNATIONAL JOURNAL OF MATHEMATICS IN OPERATIONAL RESEARCHA3
2077-124X,INTERNATIONAL JOURNAL OF MECHANICAL AND MECHATRONICS ENGINEBER1
0306-4190,INTERNATIONAL JOURNAL OF MECHANICAL ENGINEERING EDUCATION B2
0020-7403,INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES A1
1998-4448,INTERNATIONAL JOURNAL OF MECHANICS A4
1386-5056,INTERNATIONAL JOURNAL OF MEDICAL INFORMATICS A2
1438-4221,INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY (PRINT) A2
1449-1907,INTERNATIONAL JOURNAL OF MEDICAL SCIENCES A1
1521-9437,INTERNATIONAL JOURNAL OF MEDICINAL MUSHROOMS B2
1557-1874,INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION A4
1445-8330,INTERNATIONAL JOURNAL OF MENTAL HEALTH NURSING (PRINT) A1
1752-4458,INTERNATIONAL JOURNAL OF MENTAL HEALTH SYSTEMS A2
0308-0161,INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING A2
0164-0291,INTERNATIONAL JOURNAL OF PRIMATOLOGY A2
1744-9200,INTERNATIONAL JOURNAL OF PRISONER HEALTH (PRINT) B1
2034-5275,INTERNATIONAL JOURNAL OF PROCEDURAL LAW B2
